training/action_critic/adv,training/action_critic/critic_loss,training/action_critic/q_max,training/action_critic/q_mean,training/action_critic/q_min,training/action_critic/v_max,training/action_critic/v_mean,training/action_critic/v_min,training/action_critic/value_loss,training/actor/bc_flow_loss,training/chunk_critic/critic_loss,training/chunk_critic/q_logit_max,training/chunk_critic/q_logit_mean,training/chunk_critic/q_logit_min,training/chunk_critic/q_max,training/chunk_critic/q_mean,training/chunk_critic/q_min,training/goal_proposer/goal_proposer_loss,training/grad/max,training/grad/min,training/grad/norm,validation/action_critic/adv,validation/action_critic/critic_loss,validation/action_critic/q_max,validation/action_critic/q_mean,validation/action_critic/q_min,validation/action_critic/v_max,validation/action_critic/v_mean,validation/action_critic/v_min,validation/action_critic/value_loss,validation/actor/bc_flow_loss,validation/chunk_critic/critic_loss,validation/chunk_critic/q_logit_max,validation/chunk_critic/q_logit_mean,validation/chunk_critic/q_logit_min,validation/chunk_critic/q_max,validation/chunk_critic/q_mean,validation/chunk_critic/q_min,validation/goal_proposer/goal_proposer_loss,time/epoch_time,time/total_time,step
-0.00025496108,0.12975936,0.99983263,0.47340184,0.044648968,0.99967116,0.47315845,0.04685219,0.024354398,0.3087833,0.38002455,8.58279,0.56152743,-3.1741533,0.9998127,0.46017608,0.04015005,0.3070175,3.3548641,-2.7845635,30.608822,0.0019643223,0.13582297,0.99968535,0.42882773,0.045128305,0.9995524,0.4260888,0.046266813,0.025159912,0.3476509,0.36121216,9.331105,0.26293412,-3.209617,0.9999114,0.42545018,0.03880542,0.42426658,0.03260066318511963,26677.760152816772,600000
-1.3497192e-05,0.16886827,0.99954957,0.4747931,0.04023378,0.99946916,0.47840786,0.045511793,0.025224498,0.33294007,0.35733935,9.28618,0.8353554,-3.2460613,0.99990726,0.47170433,0.037468676,0.29983944,1.1993579,-1.4706918,14.952743,-0.0007298979,0.148387,0.9996306,0.46736646,0.04796607,0.9995765,0.4704154,0.052421737,0.031747345,0.3734813,0.3663654,9.405045,0.637996,-3.0807405,0.99991775,0.45890743,0.043908723,0.3686229,0.7105921292304993,27388.352311849594,601000
-0.0012457359,0.13441895,0.9994524,0.41385874,0.037303798,0.9992999,0.41552764,0.037141047,0.022176597,0.32957286,0.3893365,8.618615,0.031303573,-3.352816,0.9998193,0.39894608,0.033803068,0.23401406,1.4623137,-1.8678504,18.134645,0.0006767504,0.13786729,0.99977183,0.46641406,0.047888126,0.9996327,0.46828988,0.04891129,0.025637016,0.39698458,0.37136975,9.327859,0.52243036,-3.15301,0.99991107,0.45807877,0.040972844,0.34029132,0.032347693681716916,27420.700034856796,602000
-0.0001697149,0.13421094,0.9995249,0.4882167,0.03395249,0.9995136,0.4884692,0.036075436,0.029530352,0.35423434,0.3580667,9.016104,0.7608443,-3.461078,0.9998785,0.47289744,0.030440204,0.1817067,2.759456,-2.332422,20.169662,-4.1456107e-05,0.165363,0.99987245,0.4635418,0.03869019,0.99970776,0.4663679,0.043857206,0.028851457,0.35550815,0.39721292,11.402771,0.70700824,-3.2171743,0.9999888,0.4556038,0.038524516,0.30757493,0.033065320730209354,27453.765407562256,603000
-0.00037305438,0.14053869,0.99968034,0.41959247,0.037936147,0.9994134,0.42002475,0.0409462,0.030905114,0.3452639,0.38611075,9.1845665,0.21916965,-3.3245876,0.99989736,0.40920565,0.034737255,0.2528398,2.3712087,-2.1629043,25.15332,-0.0015842832,0.13229242,0.99964964,0.49529466,0.05655928,0.9993042,0.497408,0.060524218,0.03422202,0.36779332,0.36845407,8.877419,0.95664847,-3.0994723,0.9998605,0.4783462,0.04312903,0.30737004,0.033346581935882566,27487.112018585205,604000
-0.0007525954,0.12931602,0.99973863,0.44199157,0.041719962,0.9994837,0.4428791,0.042532165,0.029263202,0.3092429,0.35877553,9.008704,0.39887053,-3.3116217,0.9998777,0.42831942,0.03517464,0.20676896,1.8415744,-1.4238513,19.720324,-0.0002417214,0.13864861,0.9997503,0.493117,0.04916806,0.99955875,0.49433747,0.05012931,0.03576298,0.3627298,0.3920697,9.006478,0.85030556,-3.1323159,0.99987733,0.48259765,0.041793764,0.3201244,0.03337503290176392,27520.48709487915,605000
-0.0021582143,0.12707713,0.9997526,0.41784427,0.0387367,0.9995498,0.41800573,0.041228943,0.02959732,0.32725576,0.3830912,11.849283,0.14227493,-3.410068,0.99999285,0.39979112,0.03198229,0.2539392,4.558239,-3.855158,35.479576,0.001580589,0.12385756,0.9997379,0.47179517,0.036227897,0.99954563,0.46901107,0.04303357,0.036617506,0.34490782,0.36823052,9.575279,0.78079265,-3.383556,0.9999306,0.45871058,0.032813355,0.37922865,0.03331444001197815,27553.801563739777,606000
-0.001790331,0.14402224,0.9996449,0.47409,0.037901822,0.9994756,0.476601,0.04018025,0.026726969,0.32873905,0.36754707,8.723286,0.56490856,-3.2268674,0.9998373,0.4645176,0.038167078,0.23981296,1.419804,-2.4165397,17.020622,-0.0011810985,0.15938573,0.99986446,0.45784655,0.03409785,0.9996787,0.45939302,0.035872802,0.028345902,0.36683393,0.376338,9.602315,0.42716455,-3.345207,0.9999324,0.44956025,0.034052473,0.37799394,0.033262223720550536,27587.063819646835,607000
-0.0010539365,0.14358021,0.9997427,0.45024487,0.039950736,0.99958605,0.45303857,0.0440065,0.029594025,0.3298517,0.39590582,9.003174,0.50478566,-3.2737453,0.999877,0.44264755,0.036482945,0.24341597,5.191984,-4.4900393,40.372982,-0.0012872044,0.12894225,0.99973243,0.455566,0.043408222,0.9995305,0.4579438,0.045628224,0.029372767,0.3297979,0.3654252,8.633646,0.45750865,-3.2402742,0.999822,0.44510803,0.037677947,0.40688676,0.03315736889839172,27620.221217632294,608000
-0.0015085615,0.12817578,0.9996795,0.45810604,0.044443943,0.9994487,0.46105626,0.047106378,0.028755268,0.35741365,0.373535,8.70905,0.37048855,-3.187846,0.9998349,0.4471611,0.039625674,0.24988937,3.4250605,-2.37655,24.705187,0.00061749434,0.1495767,0.99960876,0.47771522,0.041702054,0.9994725,0.47795323,0.04472626,0.03070947,0.37349993,0.375327,8.593299,0.70007646,-3.240925,0.9998146,0.47396955,0.037654355,0.30037522,0.03310308718681335,27653.324345350266,609000
0.002588076,0.13458449,0.9996172,0.4738578,0.038177676,0.9993525,0.47294694,0.041237075,0.034590997,0.37100258,0.357972,8.948092,0.70092237,-3.2360578,0.99987006,0.4615511,0.037831128,0.2957818,6.205765,-6.709337,53.656693,0.0010675614,0.13340898,0.9998076,0.42827517,0.03917653,0.9996721,0.42856953,0.041525993,0.03604436,0.32858744,0.39377093,9.00952,0.13696651,-3.3034747,0.9998778,0.4130431,0.03545218,0.432477,0.0330267276763916,27686.3510992527,610000
-0.00031843653,0.13996516,0.9995341,0.49786797,0.03603837,0.99947155,0.49729413,0.03935896,0.030830367,0.38611096,0.3640298,9.324308,1.0236241,-3.3265715,0.9999107,0.48578793,0.034670796,0.20497729,1.8763225,-1.4542342,19.24705,0.00033848843,0.1470786,0.99959433,0.47790965,0.04205524,0.9995234,0.47458357,0.04535643,0.035416715,0.37789276,0.37683687,9.550864,0.7864228,-3.2147877,0.99992883,0.46955663,0.03861301,0.37804735,0.03290389657020569,27719.255027532578,611000
0.000571402,0.1453687,0.99975723,0.45747253,0.04093976,0.99962556,0.45687407,0.041030977,0.027274806,0.36372083,0.37805083,11.087449,0.4891846,-3.2584333,0.99998474,0.44523534,0.037025027,0.21118161,3.313116,-3.9785497,31.813725,0.001502149,0.15022777,0.9995552,0.43842646,0.049720086,0.9994469,0.43756777,0.050465904,0.026832275,0.40156317,0.3805663,9.163413,0.48165342,-3.1216025,0.9998952,0.42992815,0.042224914,0.35504562,0.03292611193656921,27752.181178092957,612000
-9.598641e-05,0.13290042,0.99978983,0.4343512,0.0442206,0.99960864,0.4355095,0.043882832,0.027018555,0.3575446,0.36392733,9.139749,0.3205767,-3.2274344,0.9998927,0.41965866,0.038146272,0.23235965,1.4954414,-1.2779953,14.73426,0.00037627085,0.12900305,0.99972826,0.43014032,0.048883654,0.9995973,0.4308722,0.049092676,0.025484305,0.35180998,0.35361496,8.675726,0.36036146,-3.1531498,0.9998293,0.4228544,0.040967345,0.3705588,0.03286111974716187,27785.04233431816,613000
0.0009945314,0.13868277,0.9997834,0.43539745,0.047477223,0.9996494,0.43223718,0.046696134,0.035580788,0.3263871,0.37362754,9.123242,0.26812446,-3.0675583,0.9998909,0.42201462,0.044465456,0.21931356,0.93264544,-1.3104666,14.789911,0.0015380225,0.1334203,0.9998106,0.4720849,0.047724787,0.99963593,0.4681886,0.046866924,0.041931074,0.4257329,0.37867165,10.717157,0.62661976,-3.1464782,0.9999778,0.45652947,0.041230273,0.34364134,0.03284744501113892,27817.889807462692,614000
-0.00062071753,0.14783573,0.99957675,0.458191,0.03825722,0.9994911,0.46017343,0.04231036,0.033252265,0.409128,0.3918441,8.978209,0.33697104,-3.283194,0.9998739,0.44492957,0.036152255,0.1898639,2.1036065,-1.9761049,20.223856,0.0010305631,0.15055421,0.99973494,0.40402603,0.036940105,0.9996551,0.4048732,0.04086684,0.032995157,0.40611544,0.38168415,9.247245,0.20071153,-3.2260823,0.9999037,0.39990935,0.03819591,0.3332215,0.03277256107330322,27850.662392139435,615000
0.0013499684,0.14363281,0.9998603,0.42707863,0.040107626,0.9996139,0.42657787,0.042067923,0.025042117,0.38524786,0.38402337,10.150711,0.28166747,-3.1753776,0.9999609,0.41295058,0.04010289,0.20101854,3.0680676,-2.84612,22.630924,0.0004684644,0.14049546,0.99963164,0.47431096,0.0443249,0.99948287,0.47636938,0.04711344,0.037087932,0.38313416,0.36724013,11.140705,0.64193946,-3.1431677,0.99998546,0.46118385,0.041361336,0.38314947,0.032710909843444824,27883.373334646225,616000
-0.0009050698,0.14254259,0.99984026,0.4782734,0.036112737,0.9996937,0.47930688,0.04079901,0.029555246,0.34715438,0.36545172,11.065145,0.69300383,-3.292361,0.9999844,0.4631509,0.035834182,0.24646664,1.397373,-1.3402286,14.329855,0.0022965097,0.15502624,0.9997447,0.4603137,0.042317305,0.9995178,0.4587365,0.04611265,0.030805888,0.34332252,0.3842352,10.6998005,0.55732244,-3.0870373,0.99997747,0.4511609,0.043645132,0.2895128,0.03276118516921997,27916.134550333023,617000
-0.00016442522,0.12104302,0.9996674,0.45658642,0.043657094,0.99956423,0.45454818,0.04507548,0.02725261,0.38025197,0.35685313,8.745914,0.49170136,-3.2889435,0.99984086,0.4506402,0.035952445,0.2008679,3.1557343,-2.5320067,23.815266,0.0008699703,0.14658666,0.9996719,0.44867525,0.03882959,0.99951696,0.44415382,0.03937328,0.030987464,0.38614488,0.39213356,8.866942,0.43664637,-3.3208318,0.999859,0.4441122,0.03486341,0.46033606,0.032683414220809934,27948.81799507141,618000
-0.0002680133,0.1305884,0.9999162,0.4966126,0.040912565,0.9997242,0.49816814,0.043304864,0.027875025,0.36722964,0.3738258,11.527347,0.82255596,-3.2758758,0.9999901,0.48211846,0.036408126,0.2599265,0.98886514,-0.76701707,15.114811,-0.001269687,0.12843922,0.99979794,0.45012102,0.047070444,0.9996046,0.45337108,0.05002362,0.034684397,0.38291174,0.3607686,9.435928,0.50808054,-3.1243427,0.99992025,0.44130155,0.042114235,0.31131276,0.03269932365417481,27981.517404317856,619000
0.0003053457,0.1448409,0.9996458,0.45235944,0.04368871,0.99954206,0.4541226,0.045675077,0.032961577,0.3487468,0.37280673,8.475616,0.34406027,-3.221813,0.9997915,0.44253048,0.038353063,0.23631363,4.862679,-4.1215553,40.405266,0.00024630356,0.13704509,0.9996839,0.4816804,0.0416056,0.9997453,0.48262858,0.044138737,0.032508574,0.34614277,0.35894704,11.216061,0.6899789,-3.252808,0.9999865,0.46874404,0.037226114,0.39252073,0.03265481734275818,28014.17225575447,620000
0.0003311839,0.15685195,0.9998213,0.46536994,0.040730644,0.9995417,0.46580565,0.045647975,0.02496605,0.38002354,0.37259707,9.275507,0.6386553,-3.2015843,0.9999063,0.45447895,0.03910614,0.2089614,1.0518278,-1.0881672,14.134038,0.0020895074,0.16399446,0.9997273,0.44805613,0.048187125,0.99946684,0.44687688,0.05193526,0.038151726,0.37785614,0.38275585,9.41716,0.58231133,-3.062633,0.9999187,0.44182688,0.044675194,0.43810952,0.032641815662384034,28046.814102888107,621000
0.0001304865,0.1440842,0.99965096,0.44870892,0.04320397,0.9995423,0.44946894,0.04330911,0.025005098,0.39973003,0.39476013,8.8609295,0.3635613,-3.274822,0.99985814,0.43578407,0.036445115,0.25369436,4.3631945,-5.5189004,40.653946,0.0013603405,0.1424679,0.9997372,0.43819752,0.03904782,0.99963427,0.4384741,0.041613106,0.032013338,0.37336916,0.41175365,10.694571,0.46489707,-3.2682185,0.99997735,0.43095613,0.036677722,0.38091886,0.03268029189109802,28079.494421482086,622000
-0.0008345988,0.12086079,0.9996955,0.45543042,0.04139906,0.99940634,0.4529149,0.04588704,0.027318638,0.3494264,0.3993461,8.267013,0.3122932,-3.2067208,0.99974316,0.43216893,0.038913585,0.22417371,0.99955595,-0.75832665,13.502018,0.00033635457,0.12618406,0.999825,0.4700776,0.042488772,0.99963105,0.46712106,0.044648115,0.04165275,0.3579106,0.36612275,8.2438965,0.5804247,-3.192961,0.9997372,0.45710143,0.039431475,0.3944452,0.03266082811355591,28112.15527677536,623000
0.00031875275,0.1310638,0.9997651,0.5129866,0.05148226,0.9996121,0.51095414,0.053719293,0.031926394,0.30736807,0.3660016,9.489118,1.1110352,-3.0601802,0.9999243,0.5074472,0.044779997,0.26467627,2.9308157,-2.4101892,22.103207,-0.000426242,0.15588748,0.9997154,0.40725634,0.04796557,0.99950945,0.40567422,0.047338016,0.022079151,0.39128292,0.402503,8.824238,0.22767977,-3.1139026,0.9998529,0.39892167,0.042537417,0.35039473,0.03261393690109253,28144.769239664078,624000
0.00036537705,0.15338992,0.9997036,0.44972858,0.03952856,0.9994491,0.4505972,0.043536894,0.033318207,0.34824115,0.3934868,8.173661,0.25424966,-3.3134184,0.9997181,0.4370207,0.03511372,0.22934498,1.297361,-1.1523751,14.989679,0.0022848488,0.13749968,0.99949884,0.44198963,0.050124805,0.9993919,0.44194263,0.05238803,0.033572122,0.37212873,0.37275323,8.490911,0.38922092,-3.01541,0.9997947,0.43035823,0.046734538,0.31139976,0.03271163582801819,28177.48090147972,625000
-0.00015817638,0.11802733,0.99974114,0.48781762,0.04437374,0.99957246,0.4836676,0.04841948,0.026069,0.3600739,0.37141728,8.930541,0.7523038,-3.1741722,0.9998677,0.46738654,0.040149324,0.22821625,4.119837,-3.116307,30.515232,0.0015738399,0.12383697,0.99986064,0.4501221,0.04880624,0.9996053,0.4456785,0.053578313,0.028483149,0.3971952,0.3625915,10.274138,0.63353825,-3.096306,0.9999654,0.43556786,0.04325988,0.4286105,0.03267356014251709,28210.154494047165,626000
0.0005610313,0.14003801,0.999647,0.47769067,0.0411561,0.99943775,0.47464252,0.04131232,0.024731755,0.34748366,0.39422122,9.12507,0.66661537,-3.3503804,0.99989104,0.45907688,0.03388271,0.18935364,3.86579,-2.901913,28.430515,-0.0005332914,0.13880096,0.99971586,0.44109827,0.046346825,0.9995146,0.44045025,0.047477625,0.029920274,0.33681825,0.3794184,9.127099,0.44009796,-3.1893609,0.9998913,0.43748447,0.03956806,0.3593046,0.03262957382202149,28242.784103631973,627000
-0.0004575539,0.15412599,0.99953514,0.47814742,0.04328204,0.999385,0.47978204,0.04581297,0.027550114,0.33192006,0.392671,8.889761,0.67367524,-3.1561437,0.9998622,0.46566185,0.040849883,0.202814,2.7611518,-2.4071891,21.527386,0.0025418275,0.15353182,0.99956363,0.46658126,0.047919754,0.9994719,0.46494865,0.056058098,0.034540225,0.3904823,0.3871973,8.771925,0.60743374,-3.1591792,0.999845,0.46077728,0.04073111,0.3865632,0.0326317777633667,28275.41591334343,628000
7.244805e-05,0.14577313,0.9998362,0.46034718,0.046560146,0.9997384,0.46303993,0.04763524,0.025774937,0.36499107,0.35538554,9.433558,0.6747309,-3.0794702,0.99992,0.4509227,0.04396208,0.20615792,1.4566242,-1.8315115,18.047829,-0.0015555326,0.18422747,0.9996635,0.40319863,0.043522123,0.99948335,0.40716964,0.044327274,0.030564805,0.36024618,0.4386572,8.605336,0.06353855,-3.1481996,0.9998169,0.4063146,0.041162282,0.34093815,0.03261012625694275,28308.02606511116,629000
-0.00088289427,0.14732791,0.9998957,0.4424964,0.042367578,0.9996696,0.4462302,0.046226516,0.027571011,0.3508479,0.3739464,9.413098,0.33407113,-3.202815,0.99991834,0.42730704,0.039059922,0.21325275,1.7633166,-1.628672,16.447144,0.0003993337,0.15039833,0.999773,0.49927926,0.048664793,0.9996674,0.50195986,0.05253778,0.03134781,0.38569808,0.3664712,9.440868,0.89913523,-3.0207036,0.9999206,0.49235106,0.04649927,0.3067826,0.032691113233566285,28340.717213869095,630000
0.00083429157,0.1392865,0.9995256,0.44639936,0.04482072,0.99924403,0.4446865,0.047227256,0.025371324,0.3374977,0.39011404,9.179645,0.371052,-3.296009,0.9998969,0.4387045,0.035708357,0.20302849,1.6144215,-1.1563146,17.943493,-0.0002885786,0.14710946,0.9996259,0.49176392,0.047434304,0.9994687,0.4914202,0.049790084,0.03126689,0.39822263,0.39916965,9.411391,0.9046202,-3.216018,0.9999182,0.4870205,0.038567368,0.33255753,0.03265749216079712,28373.374747037888,631000
-0.00049644156,0.14844477,0.999629,0.43973184,0.044012,0.9995234,0.44209892,0.04591465,0.030178629,0.4074443,0.38052577,9.460316,0.411858,-3.2428513,0.99992216,0.4302186,0.037584618,0.2506933,4.54409,-5.0425096,33.93585,-0.002018022,0.16561668,0.99974316,0.45268708,0.04278158,0.9995839,0.4567392,0.045669913,0.027840853,0.40861636,0.40243778,11.417459,0.6996514,-3.0384734,0.99998903,0.45424733,0.045717727,0.34043956,0.03259690260887146,28405.971673965454,632000
0.0005542786,0.13320206,0.99973387,0.44290906,0.051546715,0.9993899,0.443358,0.050049014,0.030110467,0.35880584,0.3507047,8.960889,0.36029014,-3.1402028,0.9998716,0.43255815,0.041479055,0.2102853,0.956608,-1.2552651,13.766049,0.0015569683,0.1486064,0.99988973,0.46367046,0.052509423,0.99976593,0.46340483,0.05041932,0.025781848,0.40146244,0.3685753,10.8901415,0.64667916,-3.1478813,0.9999814,0.45510998,0.041174844,0.45616096,0.0326527750492096,28438.624489068985,633000
-0.0008685512,0.15337683,0.9999622,0.43583828,0.048673082,0.9997777,0.438378,0.049520057,0.03032518,0.3418453,0.3723232,9.9038105,0.45381424,-3.1772313,0.99995005,0.4268323,0.040031593,0.23194882,1.5594296,-1.6270378,21.050346,0.00032198243,0.16259398,0.99977034,0.44843102,0.054093547,0.9995172,0.45027366,0.056983028,0.03001287,0.34066433,0.38196322,8.728739,0.51949733,-2.9740534,0.9998381,0.44908068,0.048611913,0.31922776,0.032638227224349975,28471.262744426727,634000
0.00020679343,0.13882695,0.99976164,0.44626817,0.05102625,0.9996536,0.44904178,0.05466112,0.030934472,0.34649855,0.40119883,9.181395,0.46294484,-2.9351003,0.9998971,0.43581086,0.050445452,0.23037368,3.6100912,-2.8744528,28.829853,-0.00035935553,0.14060968,0.9997496,0.4486558,0.041451484,0.99961495,0.4528305,0.04395709,0.035956915,0.38449526,0.39429185,8.653336,0.40993547,-3.2430706,0.9998255,0.4366208,0.037576683,0.40426165,0.032663962364196775,28503.926738500595,635000
-0.0014097416,0.1486387,0.999764,0.47439915,0.04797049,0.9996177,0.4778354,0.04794746,0.030915491,0.370152,0.34118673,9.093793,0.87911284,-3.1011872,0.9998876,0.47064373,0.04305831,0.25613397,1.5424945,-1.1652076,17.9948,0.0016114085,0.15472832,0.9998678,0.48698327,0.04704164,0.99966586,0.48772407,0.048178136,0.03651639,0.38043883,0.34426865,9.13492,1.0746825,-3.1231287,0.9998921,0.4845594,0.042163238,0.38878375,0.03264196515083313,28536.56872844696,636000
-0.00085604633,0.15459315,0.99991405,0.48606607,0.05082385,0.99973243,0.48811015,0.051175434,0.030748006,0.36078894,0.3908224,10.06461,0.87368053,-3.0779145,0.99995744,0.47629467,0.04402751,0.21585894,1.9921117,-1.6003861,19.716843,-0.0007418631,0.15518692,0.9996332,0.44473013,0.042372786,0.99939895,0.448083,0.047562245,0.02538837,0.37467647,0.3888173,9.045407,0.41644844,-3.2347324,0.9998821,0.4375684,0.0378794,0.3565565,0.03263279414176941,28569.201553106308,637000
0.00028764724,0.15516429,0.9998586,0.48510513,0.03707116,0.9996594,0.48692286,0.04029993,0.027338518,0.34448183,0.35861367,10.555574,0.8973898,-3.2664652,0.9999739,0.4793789,0.036739722,0.19677237,0.94693494,-0.82876986,13.360348,-0.0003443311,0.14252792,0.9997037,0.4554142,0.04972797,0.99949384,0.4573651,0.053647593,0.03688559,0.35466576,0.40046844,9.712269,0.63292533,-3.057947,0.99993944,0.45110914,0.044875618,0.34800613,0.03261282467842102,28601.814409017563,638000
-0.0007240576,0.13570698,0.99983394,0.43412957,0.044625398,0.99965596,0.4345345,0.046507664,0.02437,0.36863428,0.34484634,9.408936,0.55429405,-3.197017,0.999918,0.42395577,0.039278135,0.21519369,1.1027178,-1.33879,14.240355,-0.0014137935,0.16374716,0.9998332,0.45636898,0.049098153,0.999685,0.45670176,0.050843466,0.035231538,0.34088534,0.38724223,10.069428,0.5378863,-3.0913785,0.9999577,0.44552794,0.04346429,0.34710956,0.032676466941833494,28634.490907907486,639000
-0.0003156868,0.13472988,0.99972624,0.4842473,0.04595653,0.9994466,0.48408347,0.04770909,0.028415186,0.36376944,0.377053,8.626691,0.6178613,-3.1337216,0.9998207,0.47279224,0.041737504,0.28680378,4.363198,-3.3557115,35.254223,-0.00030620594,0.13481067,0.99980783,0.46692893,0.0495059,0.9996606,0.46586946,0.052666135,0.026973754,0.35590065,0.36109802,9.06464,0.67502767,-3.0739639,0.99988437,0.4640803,0.044194084,0.4092657,0.03261282682418823,28667.10376572609,640000
-0.00063378474,0.13002966,0.99977094,0.4635503,0.040036857,0.9995152,0.46217602,0.04310954,0.02410551,0.36154917,0.36634842,9.649936,0.5930422,-3.2825325,0.9999356,0.45052242,0.036175318,0.2162093,2.7186239,-1.6271175,22.668846,0.00035629683,0.12783676,0.9997316,0.45065504,0.041973107,0.99953276,0.44861978,0.043564525,0.030232301,0.3611416,0.37807947,9.414006,0.44975677,-3.1239808,0.99991846,0.43545943,0.04212884,0.32134286,0.03267477250099182,28699.778566360474,641000
-0.00079943135,0.12573864,0.9995647,0.4424088,0.04534588,0.9995054,0.4421739,0.04734745,0.024887752,0.38554692,0.35051122,8.482907,0.3333996,-3.1369064,0.99979305,0.42695665,0.04161031,0.22059824,1.5802261,-1.3651998,14.428013,-5.254385e-05,0.15243013,0.9996121,0.44966975,0.050422926,0.999468,0.4499634,0.051052902,0.03750874,0.38012826,0.395403,9.389431,0.46717444,-3.062258,0.99991643,0.44442558,0.0446912,0.39382684,0.03267203092575073,28732.450626134872,642000
0.0006931742,0.15717225,0.9997112,0.38641527,0.03671977,0.999413,0.38823414,0.0391797,0.027046405,0.40053836,0.38254932,8.976697,-0.024069905,-3.3670132,0.99987364,0.38004503,0.03334244,0.26840407,3.2991686,-4.2338133,38.224968,-0.0005132464,0.1400622,0.9999502,0.47694874,0.039910175,0.9997771,0.47881722,0.041931804,0.031148175,0.37850472,0.3579385,9.540487,0.8351656,-3.198062,0.9999281,0.46843553,0.03923872,0.24719776,0.0326013114452362,28765.051976680756,643000
0.0005651611,0.15250671,0.99966514,0.46434116,0.050242778,0.99945337,0.46576998,0.049877938,0.029378096,0.34749365,0.37128955,8.81905,0.5593622,-3.1111085,0.99985206,0.4559544,0.042651355,0.24301359,0.91476965,-0.80925757,14.072612,0.0005183016,0.14890386,0.9997885,0.45136723,0.039028354,0.99966633,0.4517283,0.04096052,0.034909762,0.36830866,0.37975395,9.251685,0.5000833,-3.356922,0.99990404,0.44592306,0.033669226,0.29733652,0.032671694278717044,28797.723699331284,644000
0.000787958,0.14240609,0.99979436,0.4892559,0.03845022,0.999744,0.49190742,0.04043023,0.032509014,0.3716906,0.33820906,9.445019,0.96351016,-3.2319736,0.99992096,0.4842287,0.03798007,0.26288605,7.2028913,-9.0139265,57.054016,0.0034507383,0.16165145,0.9995215,0.4658463,0.042712975,0.99953455,0.4660102,0.045083825,0.034591675,0.36649278,0.40189314,9.28908,0.6636828,-3.2099137,0.9999076,0.4662404,0.038794354,0.34732425,0.03270093369483948,28830.42466068268,645000
0.002018971,0.1306094,0.99967235,0.4426814,0.036993477,0.99959826,0.4402322,0.03780857,0.029645288,0.3538354,0.3691,9.854862,0.47913352,-3.3752637,0.99994755,0.4273738,0.03307754,0.21609709,3.770712,-2.9804666,32.25227,0.0014979033,0.13932757,0.99988353,0.49648428,0.043887388,0.9997889,0.49584886,0.048183605,0.0338562,0.3895071,0.37097475,8.909182,0.9465629,-3.1994205,0.9998648,0.48859736,0.03918754,0.39442143,0.032620358467102054,28863.04504966736,646000
0.0006701216,0.14849007,0.9998375,0.4554429,0.04087396,0.9996604,0.457209,0.0427767,0.027955666,0.36911,0.36359027,11.673908,0.61075467,-3.2698913,0.99999154,0.4470748,0.036618665,0.23533034,2.7000718,-2.5890646,24.052917,0.0006798044,0.13871929,0.99984145,0.45121995,0.04715246,0.99959695,0.45327806,0.04841036,0.025896806,0.37980938,0.352617,11.1451435,0.69366926,-3.2109997,0.9999856,0.44551048,0.038753875,0.3318224,0.03269261598587036,28895.737699508667,647000
-0.0015519158,0.11996632,0.9996216,0.4166545,0.044679865,0.9995629,0.4149847,0.045555074,0.028012253,0.36056665,0.37201405,8.968863,0.17497353,-3.2581122,0.9998727,0.39825287,0.03703648,0.27221656,3.0079029,-2.9146934,24.263283,-0.000375901,0.122014455,0.99951196,0.43505254,0.050696827,0.9994879,0.43213654,0.05249292,0.032141045,0.3611884,0.3669121,9.318536,0.4005428,-3.085763,0.99991024,0.418456,0.04369835,0.37427783,0.03261268520355225,28928.35041451454,648000
0.0014458157,0.1658519,0.9997609,0.42324263,0.04032308,0.9996444,0.42590383,0.043028682,0.026657172,0.367893,0.36598232,9.939738,0.2885587,-3.172975,0.99995184,0.41784516,0.04019548,0.29568127,2.2322433,-1.5602863,23.709797,0.0004414759,0.16589454,0.9997317,0.45174438,0.045376483,0.9995243,0.4553092,0.04831359,0.030062195,0.3778162,0.38433564,8.927932,0.5071308,-3.117172,0.9998673,0.44428983,0.042404458,0.3214788,0.03266610860824585,28961.016548395157,649000
0.0014984326,0.14057775,0.9998727,0.44467717,0.041958738,0.99971193,0.44404668,0.04337403,0.02808427,0.32335758,0.37081984,13.160572,0.48404643,-3.2124076,0.9999981,0.43475732,0.038701463,0.22658648,4.0284257,-5.203639,33.43833,0.0022493566,0.14202316,0.99975437,0.46626258,0.036336042,0.9996115,0.46637136,0.03966888,0.033933975,0.38988465,0.37476712,10.631535,0.65160745,-3.3957884,0.9999758,0.4541552,0.03242735,0.47003886,0.032664341926574705,28993.68092274666,650000
0.0005040512,0.12502453,0.9997947,0.46487808,0.039248113,0.99966913,0.46340817,0.045796596,0.031154096,0.31060308,0.3666359,9.646221,0.7497265,-3.1808102,0.9999354,0.44952184,0.03989429,0.24369316,1.8048489,-2.3304462,18.053926,-0.0002193377,0.13790055,0.99954075,0.43667275,0.050355654,0.99950266,0.43633935,0.05306204,0.031621985,0.40036315,0.40560895,9.512444,0.37395623,-2.9770932,0.9999261,0.42261973,0.048471518,0.33366323,0.6835283963680268,29677.20934534073,651000
